area,city,country,hotel_star_rating,latitude,longitude,mmt_location_rating,mmt_review_count,mmt_review_score,mmt_traveller_type_review_count,mmt_tripadvisor_count,property_address,property_id,property_name,property_type,room_types,site_review_rating,traveller_rating,uniq_id,Location,Hospitality,Facilities,Cleanliness,Value for Money,Food
Kharagpur,Medinipur,Lodge,1,22.342187,87.324809,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,4.0,"Near Railway Goods Shed , Kharagpur",201409241905225533&i=,Guin Bros Lodge,Lodge,Lodge,0.0,0,473c1727ad55e826a4243d3038b9d3cf,0.0,0.0,0.0,0.0,0.0,0.0
Tungarli,LonavalaAndKhandala,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Servey No 354, Tungarli , Tungarli",20140926175558759&i=,Lonavillas Resort,Hotel,Hotel,0.0,0,e9bb5e0d5fb62ba90833314a7f690a4a,0.0,0.0,0.0,0.0,0.0,0.0
Dimapur,Dimapur,Hotel,1,25.907,93.7311,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,14.0,"Opp East Police Station , Dimapur",201501211656464353&i=,Hotel Acacia,Hotel,Hotel,0.0,0,b2a96a9ca901cb0f4d90ea1ec970f655,0.0,0.0,0.0,0.0,0.0,0.0
Cochin,Cochin,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Giri Homestay, Cochin ,",201503271611194283&i=,Giri Homestay,Hotel,Hotel,0.0,0,f43d7eb26b0ee1ca4a7f4e975516a122,0.0,0.0,0.0,0.0,0.0,0.0
"PO-AMGARHI,DIST-NAINITAL UTT",Corbett,Hotel,5,29.477506,79.231605,5,2.0,4.7,Families:1|Couples:1|Business:0|Solo:0|Friends:0,55.0,"BOHRAKOT , PO-AMGARHI,DIST-NAINITAL UTT",201412101820252067&i=,The Rangers Reserve,Hotel,Hotel,0.0,Location:5/5 | Hospitality:4.5/5 | Facilities:4.5/5 | Cleanliness:5/5 | Value for Money:4.5/5 | Food:4.5/5,eeb63c24c844e1d96fa7c0043210beb3,5.0,4.5,4.5,5.0,4.5,4.5
Jammu,Jammu,Hotel,1,32.731659,74.866903,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,1.0,"main rajinder bazaar, jammu ,",201410281450439481&i=,Krishna Plaza,Hotel,Hotel,0.0,0,2496dc548896fb668012c3cd7c6f1900,0.0,0.0,0.0,0.0,0.0,0.0
"Kuzhuppalli Kavu road, Kuzhupalli Kavu Rd, Perumbavoor, Kerala 683542",Cochin,Hotel,1,10.115791,76.475141,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,1.0,"Kuzhuppalli Kavu road, Kuzhupalli Kavu Rd, Perumbavoor, Kerala 683542 , Kuzhuppalli Kavu road, Kuzhupalli Kavu Rd, Perumbavoor, Kerala 683542",201409081401251960&i=,Orma Tourist Home,Hotel,Hotel,0.0,0,39cdd01588a327b2fe989f14a2386032,0.0,0.0,0.0,0.0,0.0,0.0
"Electronic City,Hosur Road",Bangalore,Hotel,3,12.831,77.4123,4.8,4.0,4.5,Families:0|Couples:0|Business:0|Solo:0|Friends:0,3.0,"Opp Vimalalaya Hospital , Hosur Main Road, ET City,Bang",201508191143503959&i=,Hotel Bharani Residency,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:4.2/5 | Facilities:4/5 | Cleanliness:4.8/5 | Value for Money:4.2/5 | Food:4.5/5,a3bf1a0ac4e47680ed86499875bd1646,4.8,4.2,4.0,4.8,4.2,4.5
Ramnagar,Corbett,Hotel,3,29.3488,79.2313,4,2.0,4.8,Families:2|Couples:0|Business:0|Solo:0|Friends:0,239.0,"Village Pawalgarh, Tehsil Kaladungi, Ramnagar , Ramnagar",20130906120206795&i=,Buckscent Corbett Retreat,Hotel,Hotel,0.0,Location:4/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,6af1171acf0009f66a97ed8641993a83,4.0,5.0,5.0,5.0,5.0,5.0
GSS Road,Jammu,Hotel,1,32.728358,74.862844,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,15.0,"Near Raghunath Temple , GSS Road",201410302132455609&i=,Jammu International,Hotel,Hotel,0.0,0,0fde404a1242045f14ff1b07a7af8c49,0.0,0.0,0.0,0.0,0.0,0.0
Kirtanwadi Tarf Guhagar,Guhagar,Hotel,1,17.483946,73.203234,5,1.0,5.0,Families:1|Couples:0|Business:0|Solo:0|Friends:0,0.0,"Kirtan Wadi Road,Opp. Govt. Rest House,Guhagar -415703 , Opposite Govt Rest House",20150331102706677&i=,Mango Village Resort,Hotel,Hotel,0.0,Location:5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,8ed5b89ba491191f1df095e206044834,5.0,5.0,5.0,5.0,5.0,5.0
Solan,Solan,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Deonghat ,Solan, Solan, Himachal Pradesh North - 173212 ,",201410302308193879&i=,Hotel Star View,Hotel,Hotel,0.0,0,165a56b1c9b8069ca9515af9f4bde705,0.0,0.0,0.0,0.0,0.0,0.0
Mahabaleshwar Panchgani Road,Panchgani,Hotel,3,17.9178,73.8053,4.5,67.0,4.0,Families:46|Couples:15|Business:0|Solo:0|Friends:0,137.0,"Khingar Road, Panchgani Taluka - Mahabaleshwar Satara Dist , Khingar Road",201107191259101428&i=,Blue Country Resort,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:4/5 | Facilities:3.7/5 | Cleanliness:4/5 | Value for Money:4/5 | Food:3.6/5,f7d7651826ce9debda83b0181cc729a5,4.5,4.0,3.7,4.0,4.0,3.6
"Alagapuram, Salem",Salem,Hotel,1,11.67208,78.142544,4.1,10.0,2.8,Families:4|Couples:2|Business:1|Solo:1|Friends:1,22.0,"#3, LIC Colony Road, Opp New Bus Stand, Alagapuram , Alagapuram, Salem",201308311648259731&i=,Hotel Laila Palace,Hotel,Hotel,0.0,Location:4.1/5 | Hospitality:2.8/5 | Facilities:2.4/5 | Cleanliness:2.8/5 | Value for Money:2.8/5 | Food:2.4/5,660838d725b089f2e511ea59d483b816,4.1,2.8,2.4,2.8,2.8,2.4
"MV Extension, Hoskote",Bangalore,Hotel,1,13.0681,77.7866,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"7th A Cross, College Road , MV Extension, Hoskote",201408161158121622&i=,RV Comforts,Hotel,Hotel,0.0,0,8fda5351acbae752475d4c8e43ba2ca3,0.0,0.0,0.0,0.0,0.0,0.0
Kakkanadu Kochi,Cochin,Hotel,1,10.018136,76.351145,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,4.0,"Infor park Road Kakkanadu , Kakkanadu Kochi",201409292153552188&i=,Malabar Plaza Residencey,Hotel,Hotel,0.0,0,860abc5337a4f336ff62fe8dee6e89b9,0.0,0.0,0.0,0.0,0.0,0.0
Residency Road,Jammu,Hotel,1,32.729154,74.865673,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Residency Road , Residency Road",201411241636137126&i=,Jandyal Hotel,Hotel,Hotel,0.0,0,afad85934f4b0b4a6cdf50bc3ab1eb36,0.0,0.0,0.0,0.0,0.0,0.0
Solan,Solan,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Near Bahara University, 20 kms from Shimla Waknaghat,Distt Solan ,",201411261829568737&i=,Hotel Modgil,Hotel,Hotel,0.0,0,fa311acf826ebef68df9abd5ac67f4a7,0.0,0.0,0.0,0.0,0.0,0.0
Rewa,Rewa,Hotel,1,24.539082,81.285876,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,0.0,"Behind Amar Hotel Old Bus Stan , Rewa",201512141701416248&i=,Hotel Jeet Residency,Hotel,Hotel,0.0,0,ed8a04682e682faad3ee6ff959bf4d23,0.0,0.0,0.0,0.0,0.0,0.0
Palace Compound,Agartala,Hotel,1,23.838898,91.280904,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Palace Compound, Near CareCure Nursing Home , Agartala",201603181721292487&i=,Hotel Palace Inn,Hotel,Hotel,0.0,0,bd2dd6c564541595fa42d41d7424ad56,0.0,0.0,0.0,0.0,0.0,0.0
"M G Road,Cochin South Railway Station,MG Road",Cochin,Hotel,2,9.966937,76.287183,4.4,289.0,3.9,Families:51|Couples:27|Business:18|Solo:13|Friends:2,222.0,"Nettipadom Road , M.G Road, Jose Junction",200701161129514042&i=,Hotel Excellency,Hotel,Hotel,0.0,Location:4.4/5 | Hospitality:3.9/5 | Facilities:3.7/5 | Cleanliness:3.9/5 | Value for Money:3.9/5 | Food:3.1/5,49612048ea7450d77f9d9992b64e78d2,4.4,3.9,3.7,3.9,3.9,3.1
Kannamaly PO Near Cheriyakadav,Cochin,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Kuttappasseril, Cheriyakadavu, , Kannamaly PO Near Cheriyakadav",201509141117589008&i=,Royal Beach Abode,Hotel,Hotel,0.0,0,b1739f6946eaa9703fc366a5b99b9955,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Road SIDCO Behind Eye F,Tirupur,Hotel,1,11.109917,77.341849,3.8,5.0,3.6,Families:0|Couples:1|Business:1|Solo:1|Friends:0,5.0,"8/45, Sathappa Compound , Harvey Road SIDCO Behind Eye F",201412121409407087&i=,HOTEL SWAAD MANTRA,Hotel,Hotel,0.0,Location:3.8/5 | Hospitality:4/5 | Facilities:3.4/5 | Cleanliness:3.8/5 | Value for Money:4/5 | Food:2.8/5,58a54ed2b591b95ff71edd16a21f8536,3.8,4.0,3.4,3.8,4.0,2.8
Nelagahalli Post,Sakleshpur,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Premgiri Estate , Nelagahalli Post",201512151307485702&i=,Huli kallu Resort,Hotel,Hotel,0.0,0,1a63be2a1e67fdb33a5f9b924825c400,0.0,0.0,0.0,0.0,0.0,0.0
Cherai Beach Road,Cochin,Hotel,3,10.174482,76.166854,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Cherai, Kochi, Kerala, India ,",2016021513564177&i=,Mare Blu Resort,Hotel,Hotel,0.0,0,084fe490e46945b3e5ff22f95a6cfccb,0.0,0.0,0.0,0.0,0.0,0.0
Cochin,Cochin,Hotel,1,0.0,0.0,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,0.0,"Ashtapadi residency, Cochin ,",201412191218342590&i=,Ashtapadi residency,Hotel,Hotel,0.0,0,2b2499ce0c0eec804898cb61468243e6,0.0,0.0,0.0,0.0,0.0,0.0
"Vedic Village Resorts VP Island, Kodungallur",Cochin,Hotel,3,10.194362,76.1973,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,227.0,"Vedic Village Resorts VP Island, Kodungallur , Vedic Village Resorts VP Island, Kodungallur",20141021123832102&i=,Vedic Viilage Resort,Hotel,Hotel,0.0,0,35d3f961ca41776a66503f2fea5535b4,0.0,0.0,0.0,0.0,0.0,0.0
Kundannoor,Cochin,Hotel,2,9.94586,76.31826,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,6.0,"NH Bypass, Kundanoor , Jn, Maradu PO, Kochi",201505141612351692&i=,OGs Kanthari,Hotel,Hotel,0.0,0,c1b47f8314d919326736723f6e0ee3ab,0.0,0.0,0.0,0.0,0.0,0.0
"Ernakulam, Kochi",Cochin,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Woodlands Junction, MG Road , Ernakulam, Kochi",201510211442314081&i=,Zip Rooms Mg Road Cochin,Hotel,Hotel,0.0,0,8617c6493f96e3db761d59b3689be72c,0.0,0.0,0.0,0.0,0.0,0.0
Salem,Salem,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"20-ADD Road, Near Chitra Complex, , Salem",20141206190830358&i=,Hotel Pallavi,Hotel,Hotel,0.0,0,4ff78e8097eef5db8cc64132b8850a1b,0.0,0.0,0.0,0.0,0.0,0.0
"Electronic City,Hosur Road,South Bangalore",Bangalore,Hotel,4,12.822005,77.658356,4.6,5.0,4.8,Families:3|Couples:0|Business:0|Solo:1|Friends:0,22.0,"Smondo Neotown, Electronic City Phase 1, Near Fire Station , Electronic City",201409011641029992&i=,Starlit Suites,Hotel,Hotel,0.0,Location:4.6/5 | Hospitality:4.8/5 | Facilities:5/5 | Cleanliness:4.6/5 | Value for Money:4.8/5 | Food:5/5,a25b9bbe9a8b04da0895426ab35a4850,4.6,4.8,5.0,4.6,4.8,5.0
Civil Lines,Jhansi,Hotel,1,25.446634,78.569386,4.4,5.0,2.4,Families:2|Couples:0|Business:0|Solo:0|Friends:0,6.0,"In Front of Rani Laxmi Bai Park , Rani Laxmi Bai Park",201109121615591691&i=,Hotel Chanda,Hotel,Hotel,0.0,Location:4.4/5 | Hospitality:3/5 | Facilities:2/5 | Cleanliness:1.8/5 | Value for Money:2.4/5 | Food:2.3/5,0c1458fcc94a7d225e4785d3775096e7,4.4,3.0,2.0,1.8,2.4,2.3
"Idgah Road,Nainital",Corbett,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Near Roadways station, Opposit , Idgah Road,Nainital",201509171704288665&i=,Corbett Radiance,Hotel,Hotel,0.0,0,152e0aeab73c7cd3bfcc2a9b21cee350,0.0,0.0,0.0,0.0,0.0,0.0
Cochin,Cochin,Hotel,1,9.944722,76.272499,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"1 / 422,Burgher Street , Cochin",3274006741488997&i=,hospitality - what money can't buy,Hotel,Hotel,0.0,0,39ab3b3f171fc4691fc17839710c62f5,0.0,0.0,0.0,0.0,0.0,0.0
Elamakkara,Cochin,Hotel,2,10.012028,76.293443,4,1.0,4.0,Families:1|Couples:0|Business:0|Solo:0|Friends:0,17.0,"Keerthi Nagar,Deshabhimani Road,Elamakkara,Cochin , Elamakkara",201302131727384460&i=,Safeway Apartments,Hotel,Hotel,0.0,Location:4/5 | Hospitality:4/5 | Facilities:4/5 | Cleanliness:4/5 | Value for Money:4/5 | Food:4/5,7407ac4ba6fb022ab1a39cf98e28c2ec,4.0,4.0,4.0,4.0,4.0,4.0
Kufri Chail Road,Solan,Hotel,3,31.052071,77.268614,3.9,72.0,4.0,Families:43|Couples:17|Business:1|Solo:0|Friends:0,238.0,"15 km from Chail and 35 km from Solan, P.O. Munda Ghat, Via Kanda Ghat, Shilon Bagh , Kufri Chail road",200701221334038200&i=,Toshali Royal View Shimla,Hotel,Hotel,0.0,Location:3.9/5 | Hospitality:4.4/5 | Facilities:4/5 | Cleanliness:4.1/5 | Value for Money:4.3/5 | Food:4/5,2e0e1edbdcb1e5cba87d11eee8ad91d5,3.9,4.4,4.0,4.1,4.3,4.0
Opp. Old Sai Prasadalaya,Shirdi,Hotel,3,19.768698,74.476072,4.7,131.0,4.3,Families:59|Couples:9|Business:0|Solo:3|Friends:1,203.0,"Pimpalwasi Road,Opp. Old Sai Prasadalaya , , Near The Temple",200909081038036911&i=,Hotel Bhagyalaxmi,Hotel,Hotel,0.0,Location:4.7/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:4.3/5 | Value for Money:4.2/5 | Food:4/5,bc51f1b6f270a245955cfedf74eda825,4.7,4.4,4.3,4.3,4.2,4.0
Sangla,Sangla,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Village and Post Office, Sangla 172106, India ,",201411201626035860&i=,Lake View Resort,Hotel,Hotel,0.0,0,351f4d1b0c04ea285844422a3e061612,0.0,0.0,0.0,0.0,0.0,0.0
OFF ROAD TO GUNDAN BELLUR,Sakleshpur,Hotel,1,12.967681,75.933257,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,11.0,"NH 48 BANGALORE MANAGALORE HW , OFF ROAD TO GUNDAN BELLUR",201512071544018247&i=,Farmer Son Resort,Hotel,Hotel,0.0,0,96003706b4f90cddbc5c758091be367c,0.0,0.0,0.0,0.0,0.0,0.0
Fort Kochi,Cochin,Hotel,1,9.963202,76.244517,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"1/1149A, Njaliparambu jn , Fort Kochi",201511201430225612&i=,ALLANS INN,Hotel,Hotel,0.0,0,b8d9a6f8bbf00f36f70645a05ea1a78a,0.0,0.0,0.0,0.0,0.0,0.0
"Residency Road,Near raghunath temple",Jammu,Hotel,2,32.729151,74.866558,4.9,15.0,4.5,Families:2|Couples:4|Business:0|Solo:0|Friends:0,0.0,"Residency Road,Jammu , opp KC Residency",201410281823464924&i=,Hotel Park Inn,Hotel,Hotel,0.0,Location:4.9/5 | Hospitality:4.6/5 | Facilities:4.4/5 | Cleanliness:4.3/5 | Value for Money:4.6/5 | Food:4.3/5,9fce115beed50a74f94749e25126b80d,4.9,4.6,4.4,4.3,4.6,4.3
"Old Mumbai Pune Highway,Market Area",LonavalaAndKhandala,Hotel,3,18.753509,73.404383,4.6,25.0,4.0,Families:11|Couples:11|Business:1|Solo:0|Friends:0,25.0,"Ganesh Corner,Old Mumbai- Pune Highway , Opp Kumar Water Park",201108211123065458&i=,Krushnai Resort,Hotel,Hotel,0.0,Location:4.6/5 | Hospitality:4.1/5 | Facilities:3.6/5 | Cleanliness:4.2/5 | Value for Money:4.1/5 | Food:3.6/5,f07063ccf814fbfcda41958709a348b9,4.6,4.1,3.6,4.2,4.1,3.6
"Near Sai Baba Temple,Pimpalwadi Road",Shirdi,Hotel,1,19.765923,74.47937300000001,3.7,72.0,3.2,Families:24|Couples:6|Business:0|Solo:1|Friends:1,20.0,"New Pimpalwadi Road,Kote Galli Taluka Rahata, , Pimpalwadi Road",201012081606254583&i=,Hotel Disha Palace,Hotel,Hotel,0.0,Location:3.7/5 | Hospitality:3.5/5 | Facilities:3.1/5 | Cleanliness:3.3/5 | Value for Money:3.3/5 | Food:2.8/5,192294bf5e7bb3ffe4881a638ea5d3df,3.7,3.5,3.1,3.3,3.3,2.8
Shirdi,Shirdi,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"sunrise park hotel, nagar manmad road , Shirdi HO, Shirdi - 423109 ,",201411211703266213&i=,Hotel Sunrise Park,Hotel,Hotel,0.0,0,8445832bdbc5e1d80ed971066d3671c9,0.0,0.0,0.0,0.0,0.0,0.0
LonavalaAndKhandala,LonavalaAndKhandala,Hotel,3,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"lonavala ,",201502041548595890&i=,Simply Offbeat Luxury 2 bhk Lonavala Bungalow,Hotel,Hotel,0.0,0,d4b8940cd725404df33bf982c1f6f48e,0.0,0.0,0.0,0.0,0.0,0.0
Nani Daman,Vapi,Hotel,5,20.4127,72.8565,4.2,57.0,4.3,Families:22|Couples:28|Business:2|Solo:0|Friends:1,196.0,"Varkund , Nani Daman",201403231325015615&i=,The Deltin,Hotel,Hotel,0.0,Location:4.2/5 | Hospitality:4.3/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4.3/5 | Food:4.3/5,8e0a4bd7c6b42b5d915470d08d210962,4.2,4.3,4.2,4.5,4.3,4.3
"Chittoor Road,MG Road",Cochin,Hotel,3,9.976751,76.285372,4,2.0,2.9,Families:1|Couples:0|Business:0|Solo:0|Friends:0,11.0,"YMCA International House, YMCA Junction, Chittoor Road, Ernakulam , Chittoor Road",201408031743499975&i=,YMCA International House,Hotel,Hotel,0.0,Location:4/5 | Hospitality:3/5 | Facilities:2.5/5 | Cleanliness:3/5 | Value for Money:3/5 | Food:3/5,82148d21f7eff5d2a392631e8036fe3c,4.0,3.0,2.5,3.0,3.0,3.0
Kerala,Cochin,Hotel,5,9.967205,76.252557,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,5.0,"Near SBI Calvathy, , Bazar Road ,Fort Kochi",201508131507187584&i=,Fragrant Nature Kochi,Hotel,Hotel,0.0,0,4b75c586147f349fa1d20b7e9ef3d535,0.0,0.0,0.0,0.0,0.0,0.0
Off Mumbai  Pune Highway,LonavalaAndKhandala,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Opp Valvan Dam , Off Mumbai Pune Highway",20160119180105454&i=,Valvan Village Resorts,Hotel,Hotel,0.0,0,934c506d8d3d8bfc87c262461234d589,0.0,0.0,0.0,0.0,0.0,0.0
Vagamon,Vagamon,Hotel,3,9.707889,76.895464,5,6.0,4.8,Families:3|Couples:2|Business:0|Solo:0|Friends:0,14.0,"Kambipalam, , Vagamon",2014122217592281&i=,HOLIDAY VAGAMON,Hotel,Hotel,0.0,Location:5/5 | Hospitality:5/5 | Facilities:4.7/5 | Cleanliness:4.8/5 | Value for Money:5/5 | Food:5/5,c51bfaf310b9745b07e085bf1ef1e823,5.0,5.0,4.7,4.8,5.0,5.0
"Laxmi Nagar, Sewagram Road, Wardha",Wardha,Hotel,1,20.744401,78.616051,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,3.0,"Behind Yashwant Arts College, , Laxmi Nagar, Sewagram Road, Wardha",201411191704176594&i=,Vidyadeep Hotel,Hotel,Hotel,0.0,0,dfbbb5a2c819ea799764c15cc022dd1f,0.0,0.0,0.0,0.0,0.0,0.0
Sahakarnagar,Bangalore,Hotel,3,13.0587,77.5926,4.5,2.0,4.9,Families:0|Couples:0|Business:0|Solo:0|Friends:0,0.0,"No,33, E Block, 2nd Cross , Sahakarnagar",201507161015373382&i=,Rio Hotel,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,2a8b3116a200017707163f0f75d2d46a,4.5,5.0,5.0,5.0,5.0,5.0
"City Center,Lavelle Road,Central Bangalore",Bangalore,Hotel,3,12.971655,77.599705,4.8,9.0,4.3,Families:0|Couples:0|Business:1|Solo:1|Friends:0,245.0,"# 46, 6th Cross , Lavelle Road",201107031746115038&i=,Purple Lotus Boutique Suites,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:4.8/5 | Facilities:4/5 | Cleanliness:4.6/5 | Value for Money:4/5 | Food:4.5/5,62d684cc6ad051037bf5910cf2fde34e,4.8,4.8,4.0,4.6,4.0,4.5
Cochin,Cochin,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Sreekala homestay, Cochin ,",201411211620509298&i=,Sreekala homestay,Hotel,Hotel,0.0,0,9fd5d26c0caaee21d608524b4bb34e06,0.0,0.0,0.0,0.0,0.0,0.0
"Ramnagar, Dist  Nainital",Corbett,Hotel,4,29.4019,79.0444,4.7,13.0,4.6,Families:6|Couples:5|Business:0|Solo:0|Friends:0,9.0,"Savaldey (West), Dhela Road, Jim Corbett National Park, , Ramnagar, Dist Nainital",201506181243553016&i=,Resort De Coracao The Corbett,Hotel,Hotel,0.0,Location:4.7/5 | Hospitality:4.4/5 | Facilities:4.6/5 | Cleanliness:4.9/5 | Value for Money:4.4/5 | Food:4.2/5,81ae39963986154e7386ca43e24456b1,4.7,4.4,4.6,4.9,4.4,4.2
"P.O. Dhikuli, Ramnagar,Corbett,Dhikuli, Ram Nagar",Corbett,Hotel,4,29.466824,79.147659,4.8,5.0,4.0,Families:2|Couples:1|Business:0|Solo:0|Friends:0,67.0,"Opp PWD guest house , Garjia, Ramnagar",200704171510235522&i=,Corbett Suman Grand,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:4/5 | Facilities:3.6/5 | Cleanliness:4.2/5 | Value for Money:3.6/5 | Food:3.8/5,6d227ffba3622f5c52ac549cdf02a860,4.8,4.0,3.6,4.2,3.6,3.8
"Maradu,Kundannoor",Cochin,Hotel,5,9.933777,76.31862,4.7,21.0,4.7,Families:4|Couples:4|Business:4|Solo:1|Friends:1,408.0,"11/641 A, Kundanoor Junction, NH-47 Bypass, Marudu PO Ernakulam , Marudu PO Ernakulam",201210091257389447&i=,Crowne Plaza Kochi,Hotel,Hotel,0.0,Location:4.7/5 | Hospitality:4.9/5 | Facilities:4.7/5 | Cleanliness:5/5 | Value for Money:4.9/5 | Food:4.7/5,538a2cbd8e65ca357aa33909d88235f4,4.7,4.9,4.7,5.0,4.9,4.7
"Koramangala,BTM Layout 2nd Stage,Madiwala",Bangalore,Hotel,1,12.926374,77.615995,3.7,3.0,2.8,Families:1|Couples:0|Business:0|Solo:0|Friends:0,0.0,"no 3 ,1st Main road,2nd cross, , Maruthi Nagar, Madiwala",201409081605417359&i=,Hotel Park Palace,Hotel,Hotel,0.0,Location:3.7/5 | Hospitality:2.3/5 | Facilities:2.3/5 | Cleanliness:2.7/5 | Value for Money:2.3/5 | Food:2.3/5,3cbd9eb3048eb23cd766dff87c3fc8ec,3.7,2.3,2.3,2.7,2.3,2.3
"Majestic,K G Road,Gandhinagar",Bangalore,Hotel,3,12.976202,77.57943,4.8,6.0,4.7,Families:2|Couples:1|Business:0|Solo:0|Friends:0,13.0,"6, Kalidasa Marg,1st Main Road , Gandhi Nagar",201504301047265251&i=,Akshaya Aura,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:4.7/5 | Facilities:4.3/5 | Cleanliness:4.8/5 | Value for Money:4.7/5 | Food:4.8/5,8bd8c79479e7446b5cc050cab12b55cb,4.8,4.7,4.3,4.8,4.7,4.8
Sanchore,Sanchore,Hotel,2,24.762251,71.779331,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,3.0,"Opposite to PWD NH - 15, Barmer Road, Sanchore Dist Jalore Rajastan ,",2014093013560478&i=,Hotel Royal Residency,Hotel,Hotel,0.0,0,e0dc9e5c06f4f19d1e3f98f8e2231456,0.0,0.0,0.0,0.0,0.0,0.0
"M G Road,Brigade Road,Church Street,Central Bangalore,Brigade Rd",Bangalore,Hotel,3,12.975086,77.603164,4.5,13.0,4.0,Families:2|Couples:1|Business:1|Solo:0|Friends:0,36.0,"33 and 33/1, Church Street , Brigade Road",200803041321174555&i=,High Gates Hotel,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:4.2/5 | Facilities:3.6/5 | Cleanliness:4.2/5 | Value for Money:4.2/5 | Food:4.2/5,cc3337e55fd6ba0160f2a0d87da12f48,4.5,4.2,3.6,4.2,4.2,4.2
Shirdi Rahata Road,Shirdi,Hotel,1,19.767041,74.479241,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,3.0,"JT Shelke Marg, Sr No3, Shirdi - 423 109 Tal Rahata, Dist Ahmednagar ,",201411061742153719&i=,Hotel Mandai palace,Hotel,Hotel,0.0,0,695671f5db9cf9de8b8f63e17b7f261e,0.0,0.0,0.0,0.0,0.0,0.0
Karla,LonavalaAndKhandala,Hotel,1,18.761406,73.471648,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,12.0,"Harmony Villa, Off old mumbai-pune highway,karla,lonavala , Karla",20140922162647632&i=,Bansuri Non Ac Villa,Hotel,Hotel,0.0,0,bc3d95ce6a5ea29f0d12a1dbe5f42e1a,0.0,0.0,0.0,0.0,0.0,0.0
